// export const csvData = `Heb Sort	Greek Sort	BSB Sort	Verse	Language	WLC / Nestle Base TR RP WH NE NA SBL	WLC / Nestle Base {TR} ⧼RP⧽ (WH) 〈NE〉 [NA] ‹SBL› [[ECM]]	Translit	Parsing	Parsing	Str Heb	Str Grk	VerseId	Hdg	Crossref	Par		“	 BSB version 	pnc	”	footnotes	End text
Heb Sort	Greek Sort	BSB Sort	Verse	Language	WLC / Nestle Base TR RP WH NE NA SBL	WLC / Nestle Base {TR} ⧼RP⧽ (WH) 〈NE〉 [NA] ‹SBL› [[ECM]]	Translit	Parsing	Parsing	Str Heb	Str Grk	VerseId	Hdg	Crossref	Par	Space	begQ	 BSB version 	pnc	endQ	footnotes	End text
22053	0	21959	941	Hebrew	אָמַ֔רְתָּ	אָמַ֔רְתָּ	’ā·mar·tā	V-Qal-Perf-2ms	Verb - Qal - Perfect - second person masculine singular	559								 have said 	,			
22054	0	21960	941	Hebrew	הֵיטֵ֥ב	הֵיטֵ֥ב	hê·ṭêḇ	V-Hifil-InfAbs	Verb - Hifil - Infinitive absolute	3190							‘	 I will surely make you prosper 				
22055	0	21961	941	Hebrew	אֵיטִ֖יב	אֵיטִ֖יב	’ê·ṭîḇ	V-Hifil-Imperf-1cs	Verb - Hifil - Imperfect - first person common singular	3190								 . . . 				
22056	0	21962	941	Hebrew	עִמָּ֑ךְ	עִמָּ֑ךְ	‘im·māḵ	Prep | 2fs	Preposition | second person feminine singular	5973								 . . . 	,			
22057	0	21963	941	Hebrew	וְשַׂמְתִּ֤י	וְשַׂמְתִּ֤י	wə·śam·tî	Conj-w | V-Qal-ConjPerf-1cs	Conjunctive waw | Verb - Qal - Conjunctive perfect - first person common singular	7760								 and I will make 				
22058	0	21964	941	Hebrew	אֶֽת־	אֶֽת־	’eṯ-	DirObjM	Direct object marker	853								 - 				
22059	0	21965	941	Hebrew	זַרְעֲךָ֙	זַרְעֲךָ֙	zar·‘ă·ḵā	N-msc | 2ms	Noun - masculine singular construct | second person masculine singular	2233								 your offspring 				
22060	0	21966	941	Hebrew	כְּח֣וֹל	כְּח֣וֹל	kə·ḥō·wl	Prep-k | N-msc	Preposition-k | Noun - masculine singular construct	2344								 like the sand 				
22061	0	21967	941	Hebrew	הַיָּ֔ם	הַיָּ֔ם	hay·yām	Art | N-ms	Article | Noun - masculine singular	3220								 of the sea 	,			
22062	0	21968	941	Hebrew	אֲשֶׁ֥ר	אֲשֶׁ֥ר	’ă·šer	Pro-r	Pronoun - relative	834								 - 				
22063	0	21969	941	Hebrew	לֹא־	לֹא־	lō-	Adv-NegPrt	Adverb - Negative particle	3808								 - 				
22065	0	21970	941	Hebrew	מֵרֹֽב׃	מֵרֹֽב׃	mê·rōḇ	Prep-m | N-ms	Preposition-m | Noun - masculine singular	7230								 too numerous 				
22064	0	21971	941	Hebrew	יִסָּפֵ֖ר	יִסָּפֵ֖ר	yis·sā·p̄êr	V-Nifal-Imperf-3ms	Verb - Nifal - Imperfect - third person masculine singular	5608								 to count 	.	’”		
22066	0	21972	941	Hebrew																		
22067	0	21973	941	Hebrew																		
22068	0	21974	941	Hebrew																		
22069	0	21975	941	Hebrew																		
22070	0	21976	941	Hebrew																		
22071	0	21977	941	Hebrew																		
22072	0	21978	941	Hebrew																		
22073	0	21979	941	Hebrew																		
22074	0	21980	941	Hebrew																		
22075	0	21981	941	Hebrew																		
22076	0	21982	942	Hebrew	וַיָּ֥לֶן	וַיָּ֥לֶן	way·yā·len	Conj-w | V-Qal-ConsecImperf-3ms	Conjunctive waw | Verb - Qal - Consecutive imperfect - third person masculine singular	3885		Genesis 32:13			<p class=|reg|>			 [Jacob] spent 				
22079	0	21983	942	Hebrew	הַה֑וּא	הַה֑וּא	ha·hū	Art | Pro-3ms	Article | Pronoun - third person masculine singular	1931								 the 				
22078	0	21984	942	Hebrew	בַּלַּ֣יְלָה	בַּלַּ֣יְלָה	bal·lay·lāh	Prep-b, Art | N-ms	Preposition-b, Article | Noun - masculine singular	3915								 night 				
22077	0	21985	942	Hebrew	שָׁ֖ם	שָׁ֖ם	šām	Adv	Adverb	8033								 there 	,			
22082	0	21986	942	Hebrew	הַבָּ֧א	הַבָּ֧א	hab·bā	Art | V-Qal-Prtcpl-ms	Article | Verb - Qal - Participle - masculine singular	935								 and from what he had brought 				
22083	0	21987	942	Hebrew	בְיָד֛וֹ	בְיָד֛וֹ	ḇə·yā·ḏōw	Prep-b | N-fsc | 3ms	Preposition-b | Noun - feminine singular construct | third person masculine singular	3027								 with him 	,			
22080	0	21988	942	Hebrew	וַיִּקַּ֞ח	וַיִּקַּ֞ח	way·yiq·qaḥ	Conj-w | V-Qal-ConsecImperf-3ms	Conjunctive waw | Verb - Qal - Consecutive imperfect - third person masculine singular	3947								 he selected 				
22081	0	21989	942	Hebrew	מִן־	מִן־	min-	Prep	Preposition	4480								 . . . 				
22084	0	21990	942	Hebrew	מִנְחָ֖ה	מִנְחָ֖ה	min·ḥāh	N-fs	Noun - feminine singular	4503								 a gift 				
22086	0	21991	942	Hebrew	אָחִֽיו׃	אָחִֽיו׃	’ā·ḥîw	N-msc | 3ms	Noun - masculine singular construct | third person masculine singular	251								 for his brother 				
22085	0	21992	942	Hebrew	לְעֵשָׂ֥ו	לְעֵשָׂ֥ו	lə·‘ê·śāw	Prep-l | N-proper-ms	Preposition-l | Noun - proper - masculine singular	6215								 Esau 	:			
22087	0	21993	942	Hebrew																		
22088	0	21994	942	Hebrew																		
22089	0	21995	942	Hebrew																		
22090	0	21996	942	Hebrew																		
22091	0	21997	942	Hebrew																		
22092	0	21998	942	Hebrew																		
22093	0	21999	942	Hebrew																		
22094	0	22000	942	Hebrew																		
22095	0	22001	942	Hebrew																		
22096	0	22002	942	Hebrew																		
22098	0	22003	943	Hebrew	מָאתַ֔יִם	מָאתַ֔יִם	mā·ṯa·yim	Number-fd	Number - fd	3967		Genesis 32:14						200				
22097	0	22004	943	Hebrew	עִזִּ֣ים	עִזִּ֣ים	‘iz·zîm	N-fp	Noun - feminine plural	5795								 female goats 	,			
22100	0	22005	943	Hebrew	עֶשְׂרִ֑ים	עֶשְׂרִ֑ים	‘eś·rîm	Number-cp	Number - common plural	6242								20				
22099	0	22006	943	Hebrew	וּתְיָשִׁ֖ים	וּתְיָשִׁ֖ים	ū·ṯə·yā·šîm	Conj-w | N-mp	Conjunctive waw | Noun - masculine plural	8495								 male goats 	,			
22102	0	22007	943	Hebrew	מָאתַ֖יִם	מָאתַ֖יִם	mā·ṯa·yim	Number-fd	Number - fd	3967								200				
22101	0	22008	943	Hebrew	רְחֵלִ֥ים	רְחֵלִ֥ים	rə·ḥê·lîm	N-fp	Noun - feminine plural	7353								 ewes 	,			
22104	0	22009	943	Hebrew	עֶשְׂרִֽים׃	עֶשְׂרִֽים׃	‘eś·rîm	Number-cp	Number - common plural	6242								20				
22103	0	22010	943	Hebrew	וְאֵילִ֥ים	וְאֵילִ֥ים	wə·’ê·lîm	Conj-w | N-mp	Conjunctive waw | Noun - masculine plural	352								 rams 	,			
22105	0	22011	943	Hebrew																		
22106	0	22012	943	Hebrew																		
22107	0	22013	943	Hebrew																		
22108	0	22014	943	Hebrew																		
22109	0	22015	943	Hebrew																		
22110	0	22016	943	Hebrew																		
22111	0	22017	943	Hebrew																		
22112	0	22018	943	Hebrew																		
22113	0	22019	943	Hebrew																		
22114	0	22020	943	Hebrew																		
22118	0	22021	944	Hebrew	שְׁלֹשִׁ֑ים	שְׁלֹשִׁ֑ים	šə·lō·šîm	Number-cp	Number - common plural	7970		Genesis 32:15						30				
22116	0	22022	944	Hebrew	מֵינִיק֛וֹת	מֵינִיק֛וֹת	mê·nî·qō·wṯ	V-Hifil-Prtcpl-fp	Verb - Hifil - Participle - feminine plural	3243								 milk 				
22115	0	22023	944	Hebrew	גְּמַלִּ֧ים	גְּמַלִּ֧ים	gə·mal·lîm	N-cp	Noun - common plural	1581								 camels 				
22117	0	22024	944	Hebrew	וּבְנֵיהֶ֖ם	וּבְנֵיהֶ֖ם	ū·ḇə·nê·hem	Conj-w | N-mpc | 3mp	Conjunctive waw | Noun - masculine plural construct | third person masculine plural	1121								 with their young 	,			
22120	0	22025	944	Hebrew	אַרְבָּעִים֙	אַרְבָּעִים֙	’ar·bā·‘îm	Number-cp	Number - common plural	705								40				
22119	0	22026	944	Hebrew	פָּר֤וֹת	פָּר֤וֹת	pā·rō·wṯ	N-fp	Noun - feminine plural	6510								 cows 	,			
22122	0	22027	944	Hebrew	עֲשָׂרָ֔ה	עֲשָׂרָ֔ה	‘ă·śā·rāh	Number-ms	Number - masculine singular	6235								10				
22121	0	22028	944	Hebrew	וּפָרִ֣ים	וּפָרִ֣ים	ū·p̄ā·rîm	Conj-w | N-mp	Conjunctive waw | Noun - masculine plural	6499								 bulls 	,			
22124	0	22029	944	Hebrew	עֶשְׂרִ֔ים	עֶשְׂרִ֔ים	‘eś·rîm	Number-cp	Number - common plural	6242								20				
22123	0	22030	944	Hebrew	אֲתֹנֹ֣ת	אֲתֹנֹ֣ת	’ă·ṯō·nōṯ	N-fp	Noun - feminine plural	860								 female donkeys 	,			
22126	0	22031	944	Hebrew	עֲשָׂרָֽה׃	עֲשָׂרָֽה׃	‘ă·śā·rāh	Number-ms	Number - masculine singular	6235								 and 10 				
22125	0	22032	944	Hebrew	וַעְיָרִ֖ם	וַעְיָרִ֖ם	waʿ·yå̄·rim	Conj-w | N-mp	Conjunctive waw | Noun - masculine plural	5895								 male donkeys 	.			
22127	0	22033	944	Hebrew																		
22128	0	22034	944	Hebrew																		
22129	0	22035	944	Hebrew																		
22130	0	22036	944	Hebrew																		
22131	0	22037	944	Hebrew																		
22132	0	22038	944	Hebrew																		
22133	0	22039	944	Hebrew																		
22134	0	22040	944	Hebrew																		
22135	0	22041	944	Hebrew																		
22136	0	22042	944	Hebrew																		
22137	0	22043	945	Hebrew	וַיִּתֵּן֙	וַיִּתֵּן֙	way·yit·tên	Conj-w | V-Qal-ConsecImperf-3ms	Conjunctive waw | Verb - Qal - Consecutive imperfect - third person masculine singular	5414		Genesis 32:16						 He entrusted them to 				
22138	0	22044	945	Hebrew	בְּיַד־	בְּיַד־	bə·yaḏ-	Prep-b | N-fsc	Preposition-b | Noun - feminine singular construct	3027								 . . . 				
22139	0	22045	945	Hebrew	עֲבָדָ֔יו	עֲבָדָ֔יו	‘ă·ḇā·ḏāw	N-mpc | 3ms	Noun - masculine plural construct | third person masculine singular	5650								 his servants 				
22142	0	22046	945	Hebrew	לְבַדּ֑וֹ	לְבַדּ֑וֹ	lə·ḇad·dōw	Prep-l | N-msc | 3ms	Preposition-l | Noun - masculine singular construct | third person masculine singular	905								 in separate 				
22140	0	22047	945	Hebrew	עֵ֥דֶר	עֵ֥דֶר	‘ê·ḏer	N-ms	Noun - masculine singular	5739								 herds 				
22141	0	22048	945	Hebrew	עֵ֖דֶר	עֵ֖דֶר	‘ê·ḏer	N-ms	Noun - masculine singular	5739								 . . . 				
22143	0	22049	945	Hebrew	וַ֤יֹּאמֶר	וַ֤יֹּאמֶר	way·yō·mer	Conj-w | V-Qal-ConsecImperf-3ms	Conjunctive waw | Verb - Qal - Consecutive imperfect - third person masculine singular	559								 and told 				
22144	0	22050	945	Hebrew	אֶל־	אֶל־	’el-	Prep	Preposition	413								 . . . 				
22145	0	22051	945	Hebrew	עֲבָדָיו֙	עֲבָדָיו֙	‘ă·ḇā·ḏāw	N-mpc | 3ms	Noun - masculine plural construct | third person masculine singular	5650								 them 	,			
22146	0	22052	945	Hebrew	עִבְר֣וּ	עִבְר֣וּ	‘iḇ·rū	V-Qal-Imp-mp	Verb - Qal - Imperative - masculine plural	5674							“	 Go on 				
22147	0	22053	945	Hebrew	לְפָנַ֔י	לְפָנַ֔י	lə·p̄ā·nay	Prep-l | N-mpc | 1cs	Preposition-l | Noun - masculine plural construct | first person common singular	6440								 ahead of me 	,			
22149	0	22054	945	Hebrew	תָּשִׂ֔ימוּ	תָּשִׂ֔ימוּ	tā·śî·mū	V-Qal-Imperf-2mp	Verb - Qal - Imperfect - second person masculine plural	7760								 and keep 				
22148	0	22055	945	Hebrew	וְרֶ֣וַח	וְרֶ֣וַח	wə·re·waḥ	Conj-w | N-ms	Conjunctive waw | Noun - masculine singular	7305								 some distance 				
22150	0	22056	945	Hebrew	בֵּ֥ין	בֵּ֥ין	bên	Prep	Preposition	996								 between 				
22151	0	22057	945	Hebrew	עֵ֖דֶר	עֵ֖דֶר	‘ê·ḏer	N-ms	Noun - masculine singular	5739								 the herds 				
22152	0	22058	945	Hebrew	וּבֵ֥ין	וּבֵ֥ין	ū·ḇên	Conj-w | Prep	Conjunctive waw | Preposition	996								 . . . 				
22153	0	22059	945	Hebrew	עֵֽדֶר׃	עֵֽדֶר׃	‘ê·ḏer	N-ms	Noun - masculine singular	5739								 . . . 	.	”		
22154	0	22060	945	Hebrew																		
22155	0	22061	945	Hebrew																		
22156	0	22062	945	Hebrew																		
22157	0	22063	945	Hebrew																		
22158	0	22064	945	Hebrew																		
22159	0	22065	945	Hebrew																		
22160	0	22066	945	Hebrew																		
22161	0	22067	945	Hebrew																		
22162	0	22068	945	Hebrew																		
22163	0	22069	945	Hebrew																		
22164	0	22070	946	Hebrew	וַיְצַ֥ו	וַיְצַ֥ו	way·ṣaw	Conj-w | V-Piel-ConsecImperf-3ms	Conjunctive waw | Verb - Piel - Consecutive imperfect - third person masculine singular	6680		Genesis 32:17			<p class=|reg|>			 He instructed 				
22165	0	22071	946	Hebrew	אֶת־	אֶת־	’eṯ-	DirObjM	Direct object marker	853								 - 				
22166	0	22072	946	Hebrew	הָרִאשׁ֖וֹן	הָרִאשׁ֖וֹן	hā·ri·šō·wn	Art | Adj-ms	Article | Adjective - masculine singular	7223								 the one in the lead 				
22167	0	22073	946	Hebrew	לֵאמֹ֑ר	לֵאמֹ֑ר	lê·mōr	Prep-l | V-Qal-Inf	Preposition-l | Verb - Qal - Infinitive construct	559								 . . . 	,			
22168	0	22074	946	Hebrew	כִּ֣י	כִּ֣י	kî	Conj	Conjunction	3588							“ 	 When 				
22171	0	22075	946	Hebrew	אָחִ֗י	אָחִ֗י	’ā·ḥî	N-msc | 1cs	Noun - masculine singular construct | first person common singular	251								 my brother 				
22170	0	22076	946	Hebrew	עֵשָׂ֣ו	עֵשָׂ֣ו	‘ê·śāw	N-proper-ms	Noun - proper - masculine singular	6215								 Esau 				
22169	0	22077	946	Hebrew	יִֽפְגָּשְׁךָ֞	יִֽפְגָּשְׁךָ֞	yip̄·gå̄·šə·ḵå̄	V-Qal-Imperf-3ms | 2ms	Verb - Qal - Imperfect - third person masculine singular | second person masculine singular	6298								 meets 				
22172	0	22078	946	Hebrew	וִשְׁאֵֽלְךָ֙	וִשְׁאֵֽלְךָ֙	wiš·ʾē·lə·ḵå̄	Conj-w | V-Qal-ConjPerf-3ms | 2ms	Conjunctive waw | Verb - Qal - Conjunctive perfect - third person masculine singular | second person masculine singular	7592								 you and asks 	,			
22173	0	22079	946	Hebrew	לֵאמֹ֔ר	לֵאמֹ֔ר	lê·mōr	Prep-l | V-Qal-Inf	Preposition-l | Verb - Qal - Infinitive construct	559								 . . . 				
22174	0	22080	946	Hebrew	לְמִי־	לְמִי־	lə·mî-	Prep-l | Interrog	Preposition-l | Interrogative	4310							‘	 To whom 				
22175	0	22081	946	Hebrew	אַ֙תָּה֙	אַ֙תָּה֙	’at·tāh	Pro-2ms	Pronoun - second person masculine singular	859								 do you belong 	,			
22176	0	22082	946	Hebrew	וְאָ֣נָה	וְאָ֣נָה	wə·’ā·nāh	Conj-w | Interrog	Conjunctive waw | Interrogative	575								 where 				
22177	0	22083	946	Hebrew	תֵלֵ֔ךְ	תֵלֵ֔ךְ	ṯê·lêḵ	V-Qal-Imperf-2ms	Verb - Qal - Imperfect - second person masculine singular	1980								 are you going 	,			
22178	0	22084	946	Hebrew	וּלְמִ֖י	וּלְמִ֖י	ū·lə·mî	Conj-w, Prep-l | Interrog	Conjunctive waw, Preposition-l | Interrogative	4310								 and whose 				
22179	0	22085	946	Hebrew	אֵ֥לֶּה	אֵ֥לֶּה	’êl·leh	Pro-cp	Pronoun - common plural	428								 animals are these 				
22180	0	22086	946	Hebrew	לְפָנֶֽיךָ׃	לְפָנֶֽיךָ׃	lə·p̄ā·ne·ḵā	Prep-l | N-cpc | 2ms	Preposition-l | Noun - common plural construct | second person masculine singular	6440								 before you 	?	’		
22181	0	22087	946	Hebrew																		
22182	0	22088	946	Hebrew																		
22183	0	22089	946	Hebrew																		
22184	0	22090	946	Hebrew																		
22185	0	22091	946	Hebrew																		
22186	0	22092	946	Hebrew																		
22187	0	22093	946	Hebrew																		
22188	0	22094	946	Hebrew																		
22189	0	22095	946	Hebrew																		
22190	0	22096	946	Hebrew																		
22191	0	22097	947	Hebrew	וְאָֽמַרְתָּ֙	וְאָֽמַרְתָּ֙	wə·’ā·mar·tā	Conj-w | V-Qal-ConjPerf-2ms	Conjunctive waw | Verb - Qal - Conjunctive perfect - second person masculine singular	559		Genesis 32:18						 then you are to say 	,			
22192	0	22098	947	Hebrew	לְעַבְדְּךָ֣	לְעַבְדְּךָ֣	lə·‘aḇ·də·ḵā	Prep-l | N-msc | 2ms	Preposition-l | Noun - masculine singular construct | second person masculine singular	5650							‘	 They belong to your servant 				
22193	0	22099	947	Hebrew	לְיַעֲקֹ֔ב	לְיַעֲקֹ֔ב	lə·ya·‘ă·qōḇ	Prep-l | N-proper-ms	Preposition-l | Noun - proper - masculine singular	3290								 Jacob 	.			
22195	0	22100	947	Hebrew	הִוא֙	הִוא֙	hî	Pro-3fs	Pronoun - third person feminine singular	1931								 They 				
22194	0	22101	947	Hebrew	מִנְחָ֥ה	מִנְחָ֥ה	min·ḥāh	N-fs	Noun - feminine singular	4503								 are a gift 	,			
22196	0	22102	947	Hebrew	שְׁלוּחָ֔ה	שְׁלוּחָ֔ה	šə·lū·ḥāh	V-Qal-QalPassPrtcpl-fs	Verb - Qal - QalPassParticiple - feminine singular	7971								 sent 				
22197	0	22103	947	Hebrew	לַֽאדֹנִ֖י	לַֽאדֹנִ֖י	la·ḏō·nî	Prep-l | N-msc | 1cs	Preposition-l | Noun - masculine singular construct | first person common singular	113								 to my lord 				
22198	0	22104	947	Hebrew	לְעֵשָׂ֑ו	לְעֵשָׂ֑ו	lə·‘ê·śāw	Prep-l | N-proper-ms	Preposition-l | Noun - proper - masculine singular	6215								 Esau 	.			
22199	0	22105	947	Hebrew	וְהִנֵּ֥ה	וְהִנֵּ֥ה	wə·hin·nêh	Conj-w | Interjection	Conjunctive waw | Interjection	2009								 And behold 	,			
22200	0	22106	947	Hebrew	גַם־	גַם־	ḡam-	Conj	Conjunction	1571								 . . . 				
22201	0	22107	947	Hebrew	ה֖וּא	ה֖וּא	hū	Pro-3ms	Pronoun - third person masculine singular	1931								 [Jacob] 				
22202	0	22108	947	Hebrew	אַחֲרֵֽינוּ׃	אַחֲרֵֽינוּ׃	’a·ḥă·rê·nū	Prep | 1cp	Preposition | first person common plural	310								 is behind us 	.	’”		
22203	0	22109	947	Hebrew																		
22204	0	22110	947	Hebrew																		
22205	0	22111	947	Hebrew																		
22206	0	22112	947	Hebrew																		
22207	0	22113	947	Hebrew																		
22208	0	22114	947	Hebrew																		
22209	0	22115	947	Hebrew																		
22210	0	22116	947	Hebrew																		
22211	0	22117	947	Hebrew																		
22212	0	22118	947	Hebrew																		
22214	0	22119	948	Hebrew	גַּ֣ם	גַּ֣ם	gam	Conj	Conjunction	1571		Genesis 32:19			<p class=|reg|>			 He also 				
22215	0	22120	948	Hebrew	אֶת־	אֶת־	’eṯ-	DirObjM	Direct object marker	853								 - 				
22213	0	22121	948	Hebrew	וַיְצַ֞ו	וַיְצַ֞ו	way·ṣaw	Conj-w | V-Piel-ConsecImperf-3ms	Conjunctive waw | Verb - Piel - Consecutive imperfect - third person masculine singular	6680								 instructed 				
22216	0	22122	948	Hebrew	הַשֵּׁנִ֗י	הַשֵּׁנִ֗י	haš·šê·nî	Art | Number-oms	Article | Number - ordinal masculine singular	8145								 the second 	,			
22219	0	22123	948	Hebrew	הַשְּׁלִישִׁ֔י	הַשְּׁלִישִׁ֔י	haš·šə·lî·šî	Art | Number-oms	Article | Number - ordinal masculine singular	7992								 the third 	,			
22220	0	22124	948	Hebrew	גַּ֚ם	גַּ֚ם	gam	Conj	Conjunction	1571								 . . . 				
22221	0	22125	948	Hebrew	אֶת־	אֶת־	’eṯ-	DirObjM	Direct object marker	853								 - 				
22217	0	22126	948	Hebrew	גַּ֚ם	גַּ֚ם	gam	Conj	Conjunction	1571								 and 				
22218	0	22127	948	Hebrew	אֶת־	אֶת־	’eṯ-	DirObjM	Direct object marker	853								 - 				
22222	0	22128	948	Hebrew	כָּל־	כָּל־	kāl-	N-msc	Noun - masculine singular construct	3605								 all those 				
22223	0	22129	948	Hebrew	הַהֹ֣לְכִ֔ים	הַהֹ֣לְכִ֔ים	ha·hō·lə·ḵîm	Art | V-Qal-Prtcpl-mp	Article | Verb - Qal - Participle - masculine plural	1980								 following 				
22224	0	22130	948	Hebrew	אַחֲרֵ֥י	אַחֲרֵ֥י	’a·ḥă·rê	Prep	Preposition	310								 behind 				
22225	0	22131	948	Hebrew	הָעֲדָרִ֖ים	הָעֲדָרִ֖ים	hā·‘ă·ḏā·rîm	Art | N-mp	Article | Noun - masculine plural	5739								 the herds 				
22226	0	22132	948	Hebrew	לֵאמֹ֑ר	לֵאמֹ֑ר	lê·mōr	Prep-l | V-Qal-Inf	Preposition-l | Verb - Qal - Infinitive construct	559								 . . . 	:			
22232	0	22133	948	Hebrew	בְּמֹצַאֲכֶ֖ם	בְּמֹצַאֲכֶ֖ם	bə·mō·ṣa·’ă·ḵem	Prep-b | V-Qal-Inf | 2mp	Preposition-b | Verb - Qal - Infinitive construct | second person masculine plural	4672							“	 When you meet 				
22231	0	22134	948	Hebrew	עֵשָׂ֔ו	עֵשָׂ֔ו	‘ê·śāw	N-proper-ms	Noun - proper - masculine singular	6215								 Esau 	,			
22229	0	22135	948	Hebrew	תְּדַבְּר֣וּן	תְּדַבְּר֣וּן	tə·ḏab·bə·rūn	V-Piel-Imperf-2mp | Pn	Verb - Piel - Imperfect - second person masculine plural | Paragogic nun	1696								 you are to say 				
22228	0	22136	948	Hebrew	הַזֶּה֙	הַזֶּה֙	haz·zeh	Art | Pro-ms	Article | Pronoun - masculine singular	2088								 the same 				
22227	0	22137	948	Hebrew	כַּדָּבָ֤ר	כַּדָּבָ֤ר	kad·dā·ḇār	Prep-k, Art | N-ms	Preposition-k, Article | Noun - masculine singular	1697								 thing 				
22230	0	22138	948	Hebrew	אֶל־	אֶל־	’el-	Prep	Preposition	413								 to 				
22233	0	22139	948	Hebrew	אֹתֽוֹ׃	אֹתֽוֹ׃	’ō·ṯōw	DirObjM | 3ms	Direct object marker | third person masculine singular	853								 him 	.			
22234	0	22140	948	Hebrew																		
22235	0	22141	948	Hebrew																		
22236	0	22142	948	Hebrew																		
22237	0	22143	948	Hebrew																		
22238	0	22144	948	Hebrew																		
22239	0	22145	948	Hebrew																		
22240	0	22146	948	Hebrew																		
22241	0	22147	948	Hebrew																		
22242	0	22148	948	Hebrew																		
22243	0	22149	948	Hebrew																		
22245	0	22150	949	Hebrew	גַּ֗ם	גַּ֗ם	gam	Conj	Conjunction	1571		Genesis 32:20						 You are also 				
22244	0	22151	949	Hebrew	וַאֲמַרְתֶּ֕ם	וַאֲמַרְתֶּ֕ם	wa·’ă·mar·tem	Conj-w | V-Qal-ConjPerf-2mp	Conjunctive waw | Verb - Qal - Conjunctive perfect - second person masculine plural	559								 to say 	,			
22246	0	22152	949	Hebrew	הִנֵּ֛ה	הִנֵּ֛ה	hin·nêh	Interjection	Interjection	2009							‘	 Look 	,			
22247	0	22153	949	Hebrew	עַבְדְּךָ֥	עַבְדְּךָ֥	‘aḇ·də·ḵā	N-msc | 2ms	Noun - masculine singular construct | second person masculine singular	5650								 your servant 				
22248	0	22154	949	Hebrew	יַעֲקֹ֖ב	יַעֲקֹ֖ב	ya·‘ă·qōḇ	N-proper-ms	Noun - proper - masculine singular	3290								 Jacob 				
22249	0	22155	949	Hebrew	אַחֲרֵ֑ינוּ	אַחֲרֵ֑ינוּ	’a·ḥă·rê·nū	Prep | 1cp	Preposition | first person common plural	310								 is right behind us 	.	’”		
22250	0	22156	949	Hebrew	כִּֽי־	כִּֽי־	kî-	Conj	Conjunction	3588								 For 				
22251	0	22157	949	Hebrew	אָמַ֞ר	אָמַ֞ר	’ā·mar	V-Qal-Perf-3ms	Verb - Qal - Perfect - third person masculine singular	559								 he thought 	,			
22252	0	22158	949	Hebrew	אֲכַפְּרָ֣ה	אֲכַפְּרָ֣ה	’ă·ḵap·pə·rāh	V-Piel-Imperf.Cohort-1cs	Verb - Piel - Imperfect Cohortative - first person common singular	3722							“	 I will appease 				
22253	0	22159	949	Hebrew	פָנָ֗יו	פָנָ֗יו	p̄ā·nāw	N-cpc | 3ms	Noun - common plural construct | third person masculine singular	6440								 [Esau] 			Or <i>I will appease his face</i>	
22254	0	22160	949	Hebrew	בַּמִּנְחָה֙	בַּמִּנְחָה֙	bam·min·ḥāh	Prep-b, Art | N-fs	Preposition-b, Article | Noun - feminine singular	4503								 with the gift 				
22255	0	22161	949	Hebrew	הַהֹלֶ֣כֶת	הַהֹלֶ֣כֶת	ha·hō·le·ḵeṯ	Art | V-Qal-Prtcpl-fs	Article | Verb - Qal - Participle - feminine singular	1980								 that is going 				
22256	0	22162	949	Hebrew	לְפָנָ֔י	לְפָנָ֔י	lə·p̄ā·nāy	Prep-l | N-mpc | 1cs	Preposition-l | Noun - masculine plural construct | first person common singular	6440								 before me 	.			
22257	0	22163	949	Hebrew	וְאַחֲרֵי־	וְאַחֲרֵי־	wə·’a·ḥă·rê-	Conj-w | Prep	Conjunctive waw | Preposition	310								 After 				
22258	0	22164	949	Hebrew	כֵן֙	כֵן֙	ḵên	Adv	Adverb	3651								 that 				
22259	0	22165	949	Hebrew	אֶרְאֶ֣ה	אֶרְאֶ֣ה	’er·’eh	V-Qal-Imperf-1cs	Verb - Qal - Imperfect - first person common singular	7200								 I can face 				
22260	0	22166	949	Hebrew	פָנָ֔יו	פָנָ֔יו	p̄ā·nāw	N-cpc | 3ms	Noun - common plural construct | third person masculine singular	6440								 him 	,			
22261	0	22167	949	Hebrew	אוּלַ֖י	אוּלַ֖י	’ū·lay	Adv	Adverb	194								 and perhaps 				
22262	0	22168	949	Hebrew	יִשָּׂ֥א	יִשָּׂ֥א	yiś·śā	V-Qal-Imperf-3ms	Verb - Qal - Imperfect - third person masculine singular	5375								 he will accept 				
22263	0	22169	949	Hebrew	פָנָֽי׃	פָנָֽי׃	p̄ā·nāy	N-mpc | 1cs	Noun - masculine plural construct | first person common singular	6440								 me 	.		Literally <i>perhaps he will lift up my face</i>	”
22264	0	22170	949	Hebrew																		
22265	0	22171	949	Hebrew																		
22266	0	22172	949	Hebrew																		
22267	0	22173	949	Hebrew																		
22268	0	22174	949	Hebrew																		
22269	0	22175	949	Hebrew																		
22270	0	22176	949	Hebrew																		
22271	0	22177	949	Hebrew																		
22272	0	22178	949	Hebrew																		
22273	0	22179	949	Hebrew																		
22275	0	22180	950	Hebrew	הַמִּנְחָ֖ה	הַמִּנְחָ֖ה	ham·min·ḥāh	Art | N-fs	Article | Noun - feminine singular	4503		Genesis 32:21			<p class=|reg|>			 So [Jacob’s] gifts 				
22274	0	22181	950	Hebrew	וַתַּעֲבֹ֥ר	וַתַּעֲבֹ֥ר	wat·ta·‘ă·ḇōr	Conj-w | V-Qal-ConsecImperf-3fs	Conjunctive waw | Verb - Qal - Consecutive imperfect - third person feminine singular	5674								 went 				
